Store,Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
1,2010-10-29,0,2,44081.33,69.64,2.716,0,0,0,0,0,211.9088438,7.838,3,151315
1,2010-11-05,0,1,34238.88,58.74,2.689,0,0,0,0,0,211.9563939,7.838,3,151315
1,2010-11-05,0,2,46381.43,58.74,2.689,0,0,0,0,0,211.9563939,7.838,3,151315
1,2010-11-12,0,1,19549.39,59.61,2.728,0,0,0,0,0,212.003944,7.838,3,151315
1,2010-11-12,0,2,43194.49,59.61,2.728,0,0,0,0,0,212.003944,7.838,3,151315
1,2010-11-19,0,2,41443.25,51.41,2.771,0,0,0,0,0,211.8896737,7.838,3,151315
1,2010-11-19,0,1,19552.84,51.41,2.771,0,0,0,0,0,211.8896737,7.838,3,151315
1,2010-11-26,1,1,18820.29,64.52,2.735,0,0,0,0,0,211.7484333,7.838,3,151315
1,2010-11-26,1,2,45681.98,64.52,2.735,0,0,0,0,0,211.7484333,7.838,3,151315
1,2010-12-03,0,2,44405.02,49.27,2.708,0,0,0,0,0,211.607193,7.838,3,151315
1,2010-12-03,0,1,22517.56,49.27,2.708,0,0,0,0,0,211.607193,7.838,3,151315
1,2010-12-10,0,1,31497.65,46.33,2.843,0,0,0,0,0,211.4659526,7.838,3,151315
1,2010-12-10,0,2,46955.82,46.33,2.843,0,0,0,0,0,211.4659526,7.838,3,151315
1,2010-12-17,0,1,44912.86,49.84,2.869,0,0,0,0,0,211.4053124,7.838,3,151315
1,2010-12-17,0,2,49303.28,49.84,2.869,0,0,0,0,0,211.4053124,7.838,3,151315
1,2010-12-24,0,1,55931.23,52.33,2.886,0,0,0,0,0,211.4051222,7.838,3,151315
1,2010-12-24,0,2,59889.32,52.33,2.886,0,0,0,0,0,211.4051222,7.838,3,151315
1,2010-12-31,1,1,19124.58,48.43,2.943,0,0,0,0,0,211.4049321,7.838,3,151315
1,2010-12-31,1,2,35819.83,48.43,2.943,0,0,0,0,0,211.4049321,7.838,3,151315
1,2011-01-07,0,1,15984.24,48.27,2.976,0,0,0,0,0,211.4047419,7.742,3,151315
1,2011-01-07,0,2,43202.29,48.27,2.976,0,0,0,0,0,211.4047419,7.742,3,151315
1,2011-01-14,0,1,17359.7,35.4,2.983,0,0,0,0,0,211.4574109,7.742,3,151315
1,2011-01-14,0,2,39857.4,35.4,2.983,0,0,0,0,0,211.4574109,7.742,3,151315
1,2011-01-21,0,1,17341.47,44.04,3.016,0,0,0,0,0,211.8272343,7.742,3,151315
1,2011-01-21,0,2,41596.99,44.04,3.016,0,0,0,0,0,211.8272343,7.742,3,151315
1,2011-01-28,0,2,41651.01,43.83,3.01,0,0,0,0,0,212.1970577,7.742,3,151315
1,2011-01-28,0,1,18461.18,43.83,3.01,0,0,0,0,0,212.1970577,7.742,3,151315
1,2011-02-04,0,2,46829.12,42.27,2.989,0,0,0,0,0,212.5668812,7.742,3,151315
1,2011-02-04,0,1,21665.76,42.27,2.989,0,0,0,0,0,212.5668812,7.742,3,151315
1,2011-02-11,1,1,37887.17,36.39,3.022,0,0,0,0,0,212.9367046,7.742,3,151315
1,2011-02-11,1,2,47595.35,36.39,3.022,0,0,0,0,0,212.9367046,7.742,3,151315
1,2011-02-18,0,1,46845.87,57.36,3.045,0,0,0,0,0,213.2478853,7.742,3,151315
1,2011-02-18,0,2,49202.06,57.36,3.045,0,0,0,0,0,213.2478853,7.742,3,151315
1,2011-02-25,0,1,19363.83,62.9,3.065,0,0,0,0,0,213.535609,7.742,3,151315
1,2011-02-25,0,2,46165.25,62.9,3.065,0,0,0,0,0,213.535609,7.742,3,151315
1,2011-03-04,0,1,20327.61,59.58,3.288,0,0,0,0,0,213.8233327,7.742,3,151315
1,2011-03-04,0,2,53035.54,59.58,3.288,0,0,0,0,0,213.8233327,7.742,3,151315
1,2011-03-11,0,1,21280.4,53.56,3.459,0,0,0,0,0,214.1110564,7.742,3,151315
1,2011-03-11,0,2,48465.72,53.56,3.459,0,0,0,0,0,214.1110564,7.742,3,151315
1,2011-03-18,0,1,20334.23,62.76,3.488,0,0,0,0,0,214.3627114,7.742,3,151315
1,2011-03-18,0,2,45222.3,62.76,3.488,0,0,0,0,0,214.3627114,7.742,3,151315
1,2011-03-25,0,1,20881.1,69.97,3.473,0,0,0,0,0,214.5999389,7.742,3,151315
1,2011-03-25,0,2,44293.54,69.97,3.473,0,0,0,0,0,214.5999389,7.742,3,151315
1,2011-04-01,0,1,20398.09,59.17,3.524,0,0,0,0,0,214.8371664,7.682,3,151315
1,2011-04-01,0,2,46991.58,59.17,3.524,0,0,0,0,0,214.8371664,7.682,3,151315
1,2011-04-08,0,1,23873.79,67.84,3.622,0,0,0,0,0,215.0743939,7.682,3,151315
1,2011-04-08,0,2,48501.79,67.84,3.622,0,0,0,0,0,215.0743939,7.682,3,151315
1,2011-04-15,0,1,28762.37,71.27,3.743,0,0,0,0,0,215.2918561,7.682,3,151315
1,2011-04-15,0,2,44464.74,71.27,3.743,0,0,0,0,0,215.2918561,7.682,3,151315
1,2011-04-22,0,2,46544.56,72.99,3.807,0,0,0,0,0,215.4599053,7.682,3,151315
1,2011-04-22,0,1,50510.31,72.99,3.807,0,0,0,0,0,215.4599053,7.682,3,151315
1,2011-04-29,0,2,43682.41,72.03,3.81,0,0,0,0,0,215.6279544,7.682,3,151315
1,2011-04-29,0,1,41512.39,72.03,3.81,0,0,0,0,0,215.6279544,7.682,3,151315
1,2011-05-06,0,2,50139.92,64.61,3.906,0,0,0,0,0,215.7960035,7.682,3,151315
1,2011-05-06,0,1,20138.19,64.61,3.906,0,0,0,0,0,215.7960035,7.682,3,151315
1,2011-05-13,0,1,17235.15,75.64,3.899,0,0,0,0,0,215.9640526,7.682,3,151315
1,2011-05-13,0,2,44274.15,75.64,3.899,0,0,0,0,0,215.9640526,7.682,3,151315
1,2011-05-20,0,1,15136.78,67.63,3.907,0,0,0,0,0,215.7339202,7.682,3,151315
1,2011-05-20,0,2,44302.11,67.63,3.907,0,0,0,0,0,215.7339202,7.682,3,151315
1,2011-05-27,0,1,15741.6,77.72,3.786,0,0,0,0,0,215.5037878,7.682,3,151315
1,2011-05-27,0,2,45072.11,77.72,3.786,0,0,0,0,0,215.5037878,7.682,3,151315
1,2011-06-03,0,1,16434.15,83,3.699,0,0,0,0,0,215.2736553,7.682,3,151315
1,2011-06-03,0,2,47844.27,83,3.699,0,0,0,0,0,215.2736553,7.682,3,151315
1,2011-06-10,0,1,15883.52,83.13,3.648,0,0,0,0,0,215.0435229,7.682,3,151315
1,2011-06-10,0,2,46363.93,83.13,3.648,0,0,0,0,0,215.0435229,7.682,3,151315
1,2011-06-17,0,1,14978.09,86.41,3.637,0,0,0,0,0,214.9980596,7.682,3,151315
1,2011-06-17,0,2,42939.63,86.41,3.637,0,0,0,0,0,214.9980596,7.682,3,151315
1,2011-06-24,0,2,42415.81,83.58,3.594,0,0,0,0,0,215.0910982,7.682,3,151315
1,2011-06-24,0,1,15682.81,83.58,3.594,0,0,0,0,0,215.0910982,7.682,3,151315
1,2011-07-01,0,1,15363.5,85.55,3.524,0,0,0,0,0,215.1841368,7.962,3,151315
1,2011-07-01,0,2,45247.74,85.55,3.524,0,0,0,0,0,215.1841368,7.962,3,151315
1,2011-07-08,0,1,16148.87,85.83,3.48,0,0,0,0,0,215.2771754,7.962,3,151315
1,2011-07-08,0,2,44623.23,85.83,3.48,0,0,0,0,0,215.2771754,7.962,3,151315
1,2011-07-15,0,1,15654.85,88.54,3.575,0,0,0,0,0,215.3611087,7.962,3,151315
1,2011-07-15,0,2,43260.96,88.54,3.575,0,0,0,0,0,215.3611087,7.962,3,151315
1,2011-07-22,0,2,45113.56,85.77,3.651,0,0,0,0,0,215.4222784,7.962,3,151315
1,2011-07-22,0,1,15766.6,85.77,3.651,0,0,0,0,0,215.4222784,7.962,3,151315
1,2011-07-29,0,2,43191.02,86.83,3.682,0,0,0,0,0,215.4834482,7.962,3,151315
1,2011-07-29,0,1,15922.41,86.83,3.682,0,0,0,0,0,215.4834482,7.962,3,151315
1,2011-08-05,0,2,49359.75,91.65,3.684,0,0,0,0,0,215.544618,7.962,3,151315
1,2011-08-05,0,1,15295.55,91.65,3.684,0,0,0,0,0,215.544618,7.962,3,151315
1,2011-08-12,0,1,14539.79,90.76,3.638,0,0,0,0,0,215.6057878,7.962,3,151315
1,2011-08-12,0,2,45341.92,90.76,3.638,0,0,0,0,0,215.6057878,7.962,3,151315
1,2011-08-19,0,1,14689.24,89.94,3.554,0,0,0,0,0,215.6693107,7.962,3,151315
1,2011-08-19,0,2,46391.12,89.94,3.554,0,0,0,0,0,215.6693107,7.962,3,151315
1,2011-08-26,0,1,14537.37,87.96,3.523,0,0,0,0,0,215.7332258,7.962,3,151315
1,2011-08-26,0,2,47659.93,87.96,3.523,0,0,0,0,0,215.7332258,7.962,3,151315
1,2011-09-02,0,2,49419.75,87.83,3.533,0,0,0,0,0,215.7971409,7.962,3,151315
1,2011-09-02,0,1,15277.27,87.83,3.533,0,0,0,0,0,215.7971409,7.962,3,151315
1,2011-09-09,1,2,43315.85,76,3.546,0,0,0,0,0,215.861056,7.962,3,151315
1,2011-09-09,1,1,17746.68,76,3.546,0,0,0,0,0,215.861056,7.962,3,151315
1,2011-09-16,0,2,42963.96,79.94,3.526,0,0,0,0,0,216.0410526,7.962,3,151315
1,2011-09-16,0,1,18535.48,79.94,3.526,0,0,0,0,0,216.0410526,7.962,3,151315
1,2011-09-23,0,1,17859.3,75.8,3.467,0,0,0,0,0,216.3758246,7.962,3,151315
1,2011-09-23,0,2,43390.94,75.8,3.467,0,0,0,0,0,216.3758246,7.962,3,151315
1,2011-09-30,0,1,18337.68,79.69,3.355,0,0,0,0,0,216.7105965,7.962,3,151315
1,2011-09-30,0,2,46045.09,79.69,3.355,0,0,0,0,0,216.7105965,7.962,3,151315
1,2011-10-07,0,1,20797.58,69.31,3.285,0,0,0,0,0,217.0453684,7.866,3,151315
1,2011-10-07,0,2,49880.69,69.31,3.285,0,0,0,0,0,217.0453684,7.866,3,151315
1,2011-10-14,0,2,43306.38,71.74,3.274,0,0,0,0,0,217.3552733,7.866,3,151315
1,2011-10-14,0,1,23077.55,71.74,3.274,0,0,0,0,0,217.3552733,7.866,3,151315
1,2011-10-21,0,2,42487.67,63.71,3.353,0,0,0,0,0,217.5159762,7.866,3,151315
1,2011-10-21,0,1,23351.8,63.71,3.353,0,0,0,0,0,217.5159762,7.866,3,151315
1,2011-10-28,0,2,41682.4,66.57,3.372,0,0,0,0,0,217.6766791,7.866,3,151315
1,2011-10-28,0,1,31579.9,66.57,3.372,0,0,0,0,0,217.6766791,7.866,3,151315
1,2011-11-04,0,1,39886.06,54.98,3.332,0,0,0,0,0,217.837382,7.866,3,151315
1,2011-11-04,0,2,47313.62,54.98,3.332,0,0,0,0,0,217.837382,7.866,3,151315
1,2011-11-11,0,1,18689.54,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,3,151315
1,2011-11-11,0,2,44936.47,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,3,151315
1,2011-11-18,0,1,19050.66,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,3,151315
1,2011-11-18,0,2,43997.78,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,3,151315
1,2011-11-25,1,1,20911.25,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,3,151315
1,2011-11-25,1,2,44259.59,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,3,151315
1,2011-12-02,0,1,25293.49,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,3,151315
1,2011-12-02,0,2,45928.14,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,3,151315
1,2011-12-09,0,1,33305.92,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,3,151315
1,2011-12-09,0,2,49357.43,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,3,151315
1,2011-12-16,0,1,45773.03,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,3,151315
1,2011-12-16,0,2,51137.42,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,3,151315
1,2011-12-23,0,1,46788.75,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,3,151315
1,2011-12-23,0,2,65615.36,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,3,151315
1,2011-12-30,1,1,23350.88,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,3,151315
1,2011-12-30,1,2,43539.94,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,3,151315
1,2012-01-06,0,1,16567.69,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,3,151315
1,2012-01-06,0,2,44481.38,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,3,151315
1,2012-01-13,0,1,16894.4,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
1,2012-01-13,0,2,43353.09,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,3,151315
1,2012-01-20,0,1,18365.1,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
1,2012-01-20,0,2,43753.43,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,3,151315
1,2012-01-27,0,1,18378.16,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
1,2012-01-27,0,2,41556.23,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,3,151315
1,2012-02-03,0,1,23510.49,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
1,2012-02-03,0,2,54322.24,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,3,151315
1,2012-02-10,1,2,50581.06,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,3,151315
1,2012-02-10,1,1,36988.49,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,3,151315
1,2012-02-17,0,1,54060.1,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
1,2012-02-17,0,2,46085.47,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,3,151315
1,2012-02-24,0,1,20124.22,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
1,2012-02-24,0,2,47080.12,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,3,151315
1,2012-03-02,0,1,20113.03,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
1,2012-03-02,0,2,52608.51,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,3,151315
1,2012-03-09,0,1,21140.07,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
1,2012-03-09,0,2,48563.69,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,3,151315
1,2012-03-16,0,1,22366.88,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
1,2012-03-16,0,2,47346.32,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,3,151315
1,2012-03-23,0,2,44796.03,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
1,2012-03-23,0,1,22107.7,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,3,151315
1,2012-03-30,0,2,46529.68,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,3,151315
1,2012-03-30,0,1,28952.86,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,3,151315
1,2012-04-06,0,1,57592.12,70.43,3.891,10121.97,0,77.98,3750.59,4510.72,221.4356112,7.143,3,151315
1,2012-04-06,0,2,51805.88,70.43,3.891,10121.97,0,77.98,3750.59,4510.72,221.4356112,7.143,3,151315
1,2012-04-13,0,1,34684.21,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,3,151315
1,2012-04-13,0,2,43991.18,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,3,151315
1,2012-04-20,0,1,16976.19,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,3,151315
1,2012-04-20,0,2,45561.85,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,3,151315
1,2012-04-27,0,1,16347.6,67.23,3.814,3221.25,0,35.49,577.14,6222.25,221.6179368,7.143,3,151315
1,2012-04-27,0,2,45456.23,67.23,3.814,3221.25,0,35.49,577.14,6222.25,221.6179368,7.143,3,151315
1,2012-05-04,0,1,17147.44,75.55,3.749,21290.13,0,69.89,4977.35,3261.04,221.6718,7.143,3,151315
1,2012-05-04,0,2,50501.3,75.55,3.749,21290.13,0,69.89,4977.35,3261.04,221.6718,7.143,3,151315
1,2012-05-11,0,1,18164.2,73.77,3.688,8351.4,0,10.52,2443.14,3127.88,221.7256632,7.143,3,151315
1,2012-05-11,0,2,46717.76,73.77,3.688,8351.4,0,10.52,2443.14,3127.88,221.7256632,7.143,3,151315
1,2012-05-18,0,1,18517.79,70.33,3.63,6154.14,0,45.11,1675.49,5508.18,221.742674,7.143,3,151315
1,2012-05-18,0,2,44411.23,70.33,3.63,6154.14,0,45.11,1675.49,5508.18,221.742674,7.143,3,151315
1,2012-05-25,0,1,16963.55,77.22,3.561,4039.39,0,745.19,1429.96,3631.13,221.744944,7.143,3,151315
1,2012-05-25,0,2,45817.07,77.22,3.561,4039.39,0,745.19,1429.96,3631.13,221.744944,7.143,3,151315
1,2012-06-01,0,2,47425.29,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,3,151315
1,2012-06-01,0,1,16065.49,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,3,151315
1,2012-06-08,0,2,49439.58,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,3,151315
1,2012-06-08,0,1,17666,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,3,151315
1,2012-06-15,0,2,46637.48,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,3,151315
1,2012-06-15,0,1,17558.82,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,3,151315
1,2012-06-22,0,2,46075,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,3,151315
1,2012-06-22,0,1,16633.41,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,3,151315
1,2012-06-29,0,2,47629.14,84.88,3.286,3965.73,161.6,0,435.99,4212.97,221.8434,7.143,3,151315
1,2012-06-29,0,1,15722.82,84.88,3.286,3965.73,161.6,0,435.99,4212.97,221.8434,7.143,3,151315
1,2012-07-06,0,2,49771.92,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,3,151315
1,2012-07-06,0,1,17823.37,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,3,151315
1,2012-07-13,0,2,44411.95,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,3,151315
